station_id,mapped_dong_code,mapped_dong_name,station_name,주소,latitude,longitude,total_return_count,return_7_10_count,return_11_14_count,return_17_20_count,dominant_ratio,district_hypothesis,life_pop_7_10_mean,life_pop_11_14_mean,life_pop_17_20_mean,arrival_7_10_ratio,arrival_11_14_ratio,arrival_17_20_ratio,morning_net_inflow,evening_net_inflow,subway_distance_m,bus_stop_count_300m,cluster,대여소명,주소_env,station_lat,station_lon,station_elevation_m,nearest_subway_name,nearest_subway_distance_m,subway_elevation_m,elevation_diff_nearest_subway_m,nearest_bus_stop_name,nearest_bus_stop_distance_m,bus_elevation_m,elevation_diff_nearest_bus_stop_m,nearest_park_name,nearest_park_distance_m,nearest_park_area_sqm,park_elevation_m,elevation_diff_nearest_park_m,distance_naturepark_m,inside_naturepark,distance_river_boundary_m
2312,11680565,청담동, 청담역 13번 출구 앞,서울특별시 강남구 영동대로 703,37.52058029,127.05632782,6181,667,858,2222,0.3594887558647468,주거지구 후보,44485.18132588919,53001.089906737354,42721.22389463064,0.1079113412069244,0.1388124898883675,0.3594887558647468,-2109.0,465.0,295.3513348985482,36,2, 청담역 13번 출구 앞,서울특별시 강남구 영동대로 703,37.52058029,127.05632782,29.0,청담,295.3513348985482,42.0,-13.0,청담역.경기고교,46.76658274923954,27.0,2.0,청담근린공원,351.642057675519,59347.0,68.0,-39.0,3235.494,0,481.473
2313,11680565,청담동, 금원빌딩 앞,서울특별시 강남구 도산대로 539,37.52511597,127.05246735,9089,3006,1166,1833,0.3307294531851689,업무/상업지구 후보,44485.18132588919,53001.089906737354,42721.22389463064,0.3307294531851689,0.128286940257454,0.2016723511937506,2160.0,-523.0,644.1989428798224,28,0, 금원빌딩 앞,서울특별시 강남구 도산대로 539,37.52511597,127.05246735,28.0,청담,644.1989428798224,42.0,-14.0,프리마호텔,67.75520066387217,28.0,0.0,청담근린공원,421.43845571544546,59347.0,68.0,-40.0,3694.053,0,328.986
2314,11680580,삼성1동, 청담나들목입구,서울특별시 강남구 영동대로128길 59,37.52101517,127.06015015,6533,1014,948,2330,0.3566508495331394,주거지구 후보,44052.2044621751,68106.46228580711,46531.80653272913,0.1552120006122761,0.1451094443594061,0.3566508495331394,355.0,443.0,627.1679745915606,8,2, 청담나들목입구,서울특별시 강남구 영동대로128길 59,37.52101517,127.06015015,33.0,청담,627.1679745915606,42.0,-9.0,청담역.경기고교,277.2706009276627,36.0,-3.0,청담근린공원,679.7046424881831,59347.0,68.0,-35.0,3358.504,0,262.081
2315,11680580,삼성1동, 봉은사역 5번출구 옆,서울특별시 강남구 봉은사로 지하 601,37.51424789,127.06111908,10146,1776,2102,3072,0.3027794204612655,주거지구 후보,44052.2044621751,68106.46228580711,46531.80653272913,0.1750443524541691,0.2071752414744727,0.3027794204612655,-1714.0,634.0,77.16079792992284,36,3, 봉은사역 5번출구 옆,서울특별시 강남구 봉은사로 지하 601,37.51424789,127.06111908,23.0,봉은사,77.16079792992284,23.0,0.0,봉은사역5번출구.광동한방병원,98.13579228086638,23.0,0.0,봉은공원,497.4321171888095,328018.0,46.0,-23.0,2667.558,0,566.299
2317,11680580,삼성1동, 삼성도로공원,서울특별시 강남구 영동대로112길 66,37.51588821,127.06620026,7886,1178,1469,2727,0.3458026883083946,주거지구 후보,44052.2044621751,68106.46228580711,46531.80653272913,0.1493786457012427,0.186279482627441,0.3458026883083946,241.0,724.0,557.0782178184421,20,3, 삼성도로공원,서울특별시 강남구 영동대로112길 66,37.51588821,127.06620026,22.0,봉은사,557.0782178184421,23.0,-1.0,탄천공영차고지,121.73962362972723,16.0,6.0,봉은공원,969.572654912014,328018.0,46.0,-24.0,3016.81,0,97.896
2318,11680580,삼성1동, 삼성중앙역4번출구(문화센터더 리빌),서울특별시 강남구 봉은사로 531,37.51357651,127.05503082,2620,437,539,790,0.3015267175572519,주거지구 후보,44052.2044621751,68106.46228580711,46531.80653272913,0.166793893129771,0.2057251908396946,0.3015267175572519,-270.0,-269.0,166.57297561818308,16,3, 삼성중앙역4번출구(문화센터더 리빌),서울특별시 강남구 봉은사로 531,37.51357651,127.05503082,46.0,삼성중앙,166.57297561818308,36.0,10.0,코엑스인터컨티넨탈호텔,178.7444343518087,27.0,19.0,봉은공원,54.761956143948886,328018.0,46.0,0.0,2450.353,0,1109.451
2319,11680590,삼성2동, 포스코사거리 서측(수협 삼성동 지점),서울특별시 강남구 테헤란로 435,37.50660706,127.05467987,13313,4402,3042,2390,0.3306542477277848,업무/상업지구 후보,43883.83807841997,47708.349203659374,38582.2189622435,0.3306542477277848,0.2284984601517314,0.1795237737549763,3096.0,-1423.0,553.4290212076004,40,0, 포스코사거리 서측(수협 삼성동 지점),서울특별시 강남구 테헤란로 435,37.50660706,127.05467987,35.0,선릉,553.4290212076004,28.0,7.0,포스코사거리,45.80014538375332,29.0,6.0,봉은공원,814.4155172746057,328018.0,46.0,-11.0,1689.126,0,1224.774
2320,11680600,대치1동, 도곡역 대치지구대 방향,서울특별시 강남구 남부순환로 지하 2814,37.4919281,127.05696869,12008,1635,2538,3537,0.2945536309127248,주거지구 후보,27048.917656600548,28649.684428112178,33072.03014121067,0.1361592271818787,0.2113590939373751,0.2945536309127248,248.0,382.0,174.4177059112112,32,3, 도곡역 대치지구대 방향,서울특별시 강남구 남부순환로 지하 2814,37.4919281,127.05696869,21.0,도곡,174.4177059112112,14.0,7.0,도곡역2번출구.동부센트레빌,54.748396794859254,16.0,5.0,도곡근린공원,1068.1946187186193,254648.0,88.0,-67.0,550.217,0,371.312
2321,11680610,대치2동, 학여울역 사거리,서울특별시 강남구 남부순환로 지하 3104,37.49611664,127.06944275,8257,961,1579,2595,0.3142787937507569,주거지구 후보,54042.53933621752,64417.24090506156,55294.00449155267,0.1163860966452706,0.1912316822090347,0.3142787937507569,-914.0,240.0,118.34789748598486,28,3, 학여울역 사거리,서울특별시 강남구 남부순환로 지하 3104,37.49611664,127.06944275,17.0,학여울,118.34789748598486,20.0,-3.0,대치동미도아파트,163.31044394215527,16.0,1.0,대모산도시자연공원,2094.362981769438,2277252.0,90.0,-73.0,1231.628,0,318.791
2323,11680610,대치2동, 주식회사 오뚜기 정문 앞,서울특별시 강남구 영동대로 308,37.50221252,127.06720734,10069,5885,1653,1116,0.5844671764822723,업무/상업지구 후보,54042.53933621752,64417.24090506156,55294.00449155267,0.5844671764822723,0.1641672460025821,0.1108352368656271,5101.0,-3404.0,685.5983061163457,28,1, 주식회사 오뚜기 정문 앞,서울특별시 강남구 영동대로 308,37.50221252,127.06720734,22.0,학여울,685.5983061163457,20.0,2.0,휘문고입구,16.068842319180167,22.0,0.0,봉은공원,1660.363418540713,328018.0,46.0,-24.0,1877.194,0,280.874
2324,11680610,대치2동, 천주교 대치 2동 교회 옆,서울특별시 강남구 도곡로 540,37.50043869,127.06622314,17720,3041,3704,5149,0.2905756207674944,주거지구 후보,54042.53933621752,64417.24090506156,55294.00449155267,0.1716139954853273,0.2090293453724604,0.2905756207674944,623.0,603.0,570.0386388309337,32,3, 천주교 대치 2동 교회 옆,서울특별시 강남구 도곡로 540,37.50043869,127.06622314,22.0,학여울,570.0386388309337,20.0,2.0,대치2동주민센터.래미안하이스턴,179.1016173289796,22.0,0.0,봉은공원,1771.0693151197013,328018.0,46.0,-24.0,1689.968,0,467.995
2325,11680630,대치4동, 대치삼성아파트 앞 교차로,서울특별시 강남구 도곡로 447,37.4986496,127.05931854,17639,2582,4205,5725,0.324564884630648,주거지구 후보,39589.97909316005,50739.38959329685,50623.27934124487,0.1463801802823289,0.2383921991042576,0.324564884630648,514.0,678.0,589.106388130041,24,3, 대치삼성아파트 앞 교차로,서울특별시 강남구 도곡로 447,37.4986496,127.05931854,27.0,대치,589.106388130041,18.0,9.0,삼성아파트입구,54.529784840789766,23.0,4.0,도곡근린공원,1564.4785883731438,254648.0,88.0,-61.0,1091.339,0,1029.742
2326,11680630,대치4동, 대치동 삼성로,서울특별시 강남구 삼성로 350,37.50239563,127.05879974,8227,1162,1539,2604,0.3165187796280539,주거지구 후보,39589.97909316005,50739.38959329685,50623.27934124487,0.1412422511243466,0.1870669745958429,0.3165187796280539,-842.0,-1062.0,813.6697752894522,24,3, 대치동 삼성로,서울특별시 강남구 삼성로 350,37.50239563,127.05879974,40.0,삼성(무역센터),813.6697752894522,18.0,22.0,대치동현대아파트,89.68348957863766,39.0,1.0,봉은공원,1312.280380475509,328018.0,46.0,-6.0,1390.104,0,946.793
2327,11680640,역삼1동, 뱅뱅사거리 랜드마크타워 앞,서울특별시 강남구 강남대로 308,37.49055099,127.03146362,16593,5741,2905,3746,0.3459892725848249,업무/상업지구 후보,112062.8253233242,150148.66741761286,117683.77599746925,0.3459892725848249,0.1750738263123003,0.2257578496956548,3382.0,-2262.0,708.8350334148257,48,0, 뱅뱅사거리 랜드마크타워 앞,서울특별시 강남구 강남대로 308,37.49055099,127.03146362,23.0,양재(서초구청),708.8350334148257,33.0,-10.0,래미안아파트.파이낸셜뉴스,72.94274600073676,22.0,1.0,도곡근린공원,1197.565299219332,254648.0,88.0,-65.0,881.836,0,1605.907
2328,11680640,역삼1동, 르네상스 호텔 사거리 역삼지하보도 7번출구 앞,서울특별시 강남구 언주로 506,37.50321198,127.04273224,12169,3636,2475,2647,0.2987920124907552,업무/상업지구 후보,112062.8253233242,150148.66741761286,117683.77599746925,0.2987920124907552,0.2033856520667269,0.2175199276851014,739.0,-443.0,497.14653847414985,32,0, 르네상스 호텔 사거리 역삼지하보도 7번출구 앞,서울특별시 강남구 언주로 506,37.50321198,127.04273224,48.0,선릉,497.14653847414985,37.0,11.0,역삼아르누보&조선팰리스강남,8.110818759164088,48.0,0.0,도곡근린공원,1448.6348047485149,254648.0,88.0,-40.0,1268.982,0,2096.075
2329,11680650,역삼2동, 르네상스호텔사거리 역삼지하보도 2번출구,서울특별시 강남구 테헤란로 지하 156,37.50235748,127.04319,9854,2748,2224,1962,0.27887152425411,업무/상업지구 후보,58832.34507924077,63507.11466898085,51546.29168211355,0.27887152425411,0.2256951491779988,0.1991069616399431,810.0,-214.0,491.4633332632663,32,0, 르네상스호텔사거리 역삼지하보도 2번출구,서울특별시 강남구 테헤란로 지하 156,37.50235748,127.04319,50.0,선릉,491.4633332632663,37.0,13.0,한국자산신탁.센터필드,104.56025112225892,34.0,16.0,도곡근린공원,1349.1600563232314,254648.0,88.0,-38.0,1170.723,0,1995.653
2330,11680640,역삼1동, 역삼월드메르디앙아파트 앞,서울특별시 강남구 도곡로 183,37.49219894,127.03945923,9774,1549,1864,2990,0.3059136484550849,주거지구 후보,112062.8253233242,150148.66741761286,117683.77599746925,0.1584816861059955,0.1907100470636382,0.3059136484550849,-217.0,-83.0,870.0485363673814,24,3, 역삼월드메르디앙아파트 앞,서울특별시 강남구 도곡로 183,37.49219894,127.03945923,30.0,매봉,870.0485363673814,22.0,8.0,역삼럭키아파트.역삼월드메르디앙아파트,76.5719979493264,33.0,-3.0,도곡근린공원,534.6835065575937,254648.0,88.0,-58.0,359.87,0,1297.986
2331,11680650,역삼2동, 동영문화센터앞,서울특별시 강남구 언주로 337,37.49805069,127.04460144,10542,2748,1937,2894,0.2745209637639916,주거지구 후보,58832.34507924077,63507.11466898085,51546.29168211355,0.2606715993170176,0.1837412255738948,0.2745209637639916,-39.0,-339.0,757.0745600229556,36,0, 동영문화센터앞,서울특별시 강남구 언주로 337,37.49805069,127.04460144,37.0,한티,757.0745600229556,23.0,14.0,동영문화센터,19.802526376606632,37.0,0.0,도곡근린공원,861.270325528382,254648.0,88.0,-51.0,689.37,0,1535.211
2332,11680650,역삼2동, 선릉역3번출구,서울특별시 강남구 선릉로 435,37.50400925,127.0490799,31040,4483,6922,10145,0.3268363402061855,주거지구 후보,58832.34507924077,63507.11466898085,51546.29168211355,0.1444265463917525,0.2230025773195876,0.3268363402061855,-1550.0,2299.0,83.24954956357365,36,3, 선릉역3번출구,서울특별시 강남구 선릉로 435,37.50400925,127.0490799,28.0,선릉,83.24954956357365,37.0,-9.0,선릉역,147.85613473114947,23.0,5.0,봉은공원,1237.1326450731056,328018.0,46.0,-18.0,1344.971,0,1752.784
2333,11680655,도곡1동, 양재역 3번출구 주변,서울특별시 강남구 강남대로 240,37.48515701,127.03407288,8669,1002,1427,3393,0.3913946245241665,주거지구 후보,39281.57394435705,39291.80882322161,35228.0752125855,0.1155842657745991,0.1646095282039451,0.3913946245241665,-3212.0,-1006.0,77.10226190996563,52,2, 양재역 3번출구 주변,서울특별시 강남구 강남대로 240,37.48515701,127.03407288,34.0,양재(서초구청),77.10226190996563,33.0,1.0,뱅뱅사거리.영동중,154.24904168052942,39.0,-5.0,도곡근린공원,1124.2480840967785,254648.0,88.0,-54.0,264.632,0,1047.058
2334,11680655,도곡1동, 삼호아파트 2동 ( 간선도로),서울특별시 강남구 선릉로 지하 228,37.49375916,127.04589844,4439,1425,982,854,0.3210182473530074,업무/상업지구 후보,39281.57394435705,39291.80882322161,35228.0752125855,0.3210182473530074,0.2212209957197567,0.1923856724487497,312.0,-254.0,674.1851780358561,40,0, 삼호아파트 2동 ( 간선도로),서울특별시 강남구 선릉로 지하 228,37.49375916,127.04589844,35.0,한티,674.1851780358561,23.0,12.0,강남세브란스병원,40.03837132836129,35.0,0.0,도곡근린공원,390.7474988964952,254648.0,88.0,-53.0,250.163,0,1081.319
2335,11680656,도곡2동, 3호선 매봉역 3번출구앞,서울특별시 강남구 남부순환로 2748,37.48676682,127.04676056,35739,11470,5974,9471,0.3209379109656118,업무/상업지구 후보,30059.92420273598,30812.346695554035,27148.728534678525,0.3209379109656118,0.1671563278211477,0.2650046168051708,2844.0,-1277.0,20.048936576497542,44,0, 3호선 매봉역 3번출구앞,서울특별시 강남구 남부순환로 2748,37.48676682,127.04676056,22.0,매봉,20.048936576497542,22.0,0.0,매봉역,177.29661095055474,24.0,-2.0,도곡근린공원,422.6950704085125,254648.0,88.0,-66.0,268.148,0,422.199
2336,11680656,도곡2동, 강남세브란스교차로 래미안그레이튼 104동 앞,서울특별시 강남구 선릉로 지하 228,37.49423599,127.04746246,7834,1598,1771,1773,0.226321164156242,주거지구 후보,30059.92420273598,30812.346695554035,27148.728534678525,0.2039826397753382,0.226065866734746,0.226321164156242,-59.0,-165.0,526.6425846801769,36,0, 강남세브란스교차로 래미안그레이튼 104동 앞,서울특별시 강남구 선릉로 지하 228,37.49423599,127.04746246,35.0,한티,526.6425846801769,23.0,12.0,역삼중학교.강남세브란스병원,56.85290469078735,35.0,0.0,도곡근린공원,486.03091383104135,254648.0,88.0,-53.0,281.093,0,1043.983
2337,11680670,개포2동, 대모산입구역 2번출구 앞,서울특별시 강남구 영동대로 101,37.49207687,127.07197571,8313,941,1204,3052,0.3671358113797666,주거지구 후보,33161.69160892613,29830.0458876197,29875.256968433652,0.1131961987248887,0.1448333934800914,0.3671358113797666,-1673.0,529.0,102.16525118204883,20,2, 대모산입구역 2번출구 앞,서울특별시 강남구 영동대로 101,37.49207687,127.07197571,22.0,대모산입구,102.16525118204883,25.0,-3.0,개원중학교.대모산입구역2번출구,26.01486987921281,22.0,0.0,대모산도시자연공원,1593.3195106735618,2277252.0,90.0,-68.0,734.038,0,97.552
2339,11680690,개포4동, 현대아파트 정문 앞,서울특별시 강남구 언주로 107,37.48326111,127.0522995,9178,884,1395,3520,0.383525822619307,주거지구 후보,16659.15076863885,15720.087848119014,14737.072746306429,0.0963172804532577,0.1519938984528219,0.383525822619307,-1948.0,713.0,637.2629266381015,20,2, 현대아파트 정문 앞,서울특별시 강남구 언주로 107,37.48326111,127.0522995,27.0,매봉,637.2629266381015,22.0,5.0,현대아파트경남아파트,83.99905692026549,27.0,0.0,도곡근린공원,1012.8109684420608,254648.0,88.0,-61.0,783.398,0,154.674
2340,11680690,개포4동, 삼호물산버스정류장(23370) 옆,서울특별시 강남구 논현로 82,37.47750854,127.04517365,33055,8660,4286,8723,0.2638935108153078,주거지구 후보,16659.15076863885,15720.087848119014,14737.072746306429,0.2619875964301921,0.1296626834064438,0.2638935108153078,3313.0,-1128.0,1023.7301686184046,40,0, 삼호물산버스정류장(23370) 옆,서울특별시 강남구 논현로 82,37.47750854,127.04517365,19.0,양재시민의숲(매헌),1023.7301686184046,18.0,1.0,삼호물산,30.313927751206204,29.0,-10.0,도곡근린공원,1423.8111057487968,254648.0,88.0,-69.0,793.371,0,207.644
2341,11680720,일원본동, 일원역 4~5번 출구 사이,서울특별시 강남구 일원로 127,37.4833107,127.08493805,6197,1319,1124,1759,0.283847022752945,주거지구 후보,26030.51044035568,24286.366290218877,20233.524569528046,0.2128449249636921,0.1813780861707277,0.283847022752945,-820.0,-2311.0,63.51307280279197,36,0, 일원역 4~5번 출구 사이,서울특별시 강남구 일원로 127,37.4833107,127.08493805,50.0,일원,63.51307280279197,45.0,5.0,일원본동주민센터,25.823791429833484,45.0,5.0,대모산도시자연공원,537.3663355898177,2277252.0,90.0,-40.0,307.124,0,597.478
2342,11680740,일원2동(현 개포3동), 대청역 1번출구 뒤,서울특별시 강남구 개포로 623,37.49400711,127.07951355,27933,6476,4684,7848,0.2809580066587906,주거지구 후보,18222.67470047879,16404.544954240766,16417.981814261286,0.2318404754233344,0.1676869652382486,0.2809580066587906,-157.0,-1149.0,54.855485672527735,20,0, 대청역 1번출구 뒤,서울특별시 강남구 개포로 623,37.49400711,127.07951355,31.0,대청,54.855485672527735,31.0,0.0,대청역,80.28176876512273,24.0,7.0,광평근린공원,1299.7093604428192,519782.0,69.0,-38.0,730.314,0,535.211
2344,11680700,세곡동, 리엔파크 2단지 앞,서울특별시 강남구 헌릉로590길 10,37.46506119,127.10119629,9646,1213,1529,2956,0.3064482687124196,주거지구 후보,46016.29151874145,40696.17679541724,42582.81225133379,0.1257516068836823,0.158511300020734,0.3064482687124196,-463.0,674.0,2350.0345617595735,56,4, 리엔파크 2단지 앞,서울특별시 강남구 헌릉로590길 10,37.46506119,127.10119629,24.0,복정,2350.0345617595735,19.0,5.0,강남신동아파밀리에,49.66562982490222,24.0,0.0,율현공원,1506.052705470991,157535.0,19.0,5.0,159.976,0,16.696
2347,11680531,논현2동, 두산건설 본사,서울특별시 강남구 언주로 726,37.51863861,127.03540039,2205,529,329,554,0.2512471655328798,주거지구 후보,48771.59621426129,62230.2112386115,48357.27645215458,0.2399092970521542,0.1492063492063492,0.2512471655328798,-121.0,-1173.0,523.587492317641,8,0, 두산건설 본사,서울특별시 강남구 언주로 726,37.51863861,127.03540039,42.0,강남구청,523.587492317641,59.0,-17.0,서울세관,147.55865872459242,54.0,-12.0,도산근린공원,672.0342373882509,29816.5,30.0,12.0,3074.917,0,1540.279
2348,11680580,삼성1동, 포스코사거리(기업은행),서울특별시 강남구 테헤란로 501,37.50723267,127.05685425,37680,19146,5957,5752,0.5081210191082802,업무/상업지구 후보,44052.2044621751,68106.46228580711,46531.80653272913,0.5081210191082802,0.1580944798301486,0.1526539278131634,16019.0,-7627.0,584.3595573163827,48,1, 포스코사거리(기업은행),서울특별시 강남구 테헤란로 501,37.50723267,127.05685425,25.0,삼성(무역센터),584.3595573163827,18.0,7.0,포스코사거리,60.19651360725947,27.0,-2.0,봉은공원,751.2748302256771,328018.0,46.0,-21.0,1807.93,0,1028.402
2349,11680640,역삼1동, 역삼빌딩 앞(하나은행 옆),서울특별시 강남구 테헤란로 지하 156,37.50154495,127.03856659,5274,1056,1231,1257,0.2383390216154721,주거지구 후보,112062.8253233242,150148.66741761286,117683.77599746925,0.2002275312855517,0.2334091770951839,0.2383390216154721,-3425.0,-1500.0,212.59809288426536,20,3, 역삼빌딩 앞(하나은행 옆),서울특별시 강남구 테헤란로 지하 156,37.50154495,127.03856659,82.0,역삼,212.59809288426536,43.0,39.0,아가방빌딩.하나은행,20.97022019546128,82.0,0.0,도곡근린공원,1373.1166146741946,254648.0,88.0,-6.0,1179.903,0,2160.863
2350,11680650,역삼2동, 래미안그레이튼102동앞,서울특별시 강남구 선릉로69길 19,37.49482346,127.04790497,4215,588,722,1348,0.3198102016607355,주거지구 후보,58832.34507924077,63507.11466898085,51546.29168211355,0.1395017793594306,0.1712930011862396,0.3198102016607355,-196.0,199.0,465.6215593980464,32,3, 래미안그레이튼102동앞,서울특별시 강남구 선릉로69길 19,37.49482346,127.04790497,35.0,한티,465.6215593980464,23.0,12.0,역삼중학교.강남세브란스병원,22.05843278432969,35.0,0.0,도곡근린공원,561.9096717421423,254648.0,88.0,-53.0,339.418,0,1074.015
