station_id,대여소명,주소,station_lat,station_lon,station_elevation_m,nearest_subway_name,nearest_subway_distance_m,subway_elevation_m,elevation_diff_nearest_subway_m,nearest_bus_stop_name,nearest_bus_stop_distance_m,bus_elevation_m,elevation_diff_nearest_bus_stop_m,nearest_park_name,nearest_park_distance_m,nearest_park_area_sqm,park_elevation_m,elevation_diff_nearest_park_m,distance_naturepark_m,inside_naturepark,distance_river_boundary_m
2318, 삼성중앙역4번출구(문화센터더 리빌),서울특별시 강남구 봉은사로 531,37.51357651,127.05503082,46.0,삼성중앙,166.57297561818308,36.0,10.0,코엑스인터컨티넨탈호텔,178.7444343518087,27.0,19.0,봉은공원,54.761956143948886,328018.0,46.0,0.0,2450.353,0,1109.451
2319, 포스코사거리 서측(수협 삼성동 지점),서울특별시 강남구 테헤란로 435,37.50660706,127.05467987,35.0,선릉,553.4290212076004,28.0,7.0,포스코사거리,45.80014538375332,29.0,6.0,봉은공원,814.4155172746057,328018.0,46.0,-11.0,1689.126,0,1224.774
2320, 도곡역 대치지구대 방향,서울특별시 강남구 남부순환로 지하 2814,37.4919281,127.05696869,21.0,도곡,174.41770591121121,14.0,7.0,도곡역2번출구.동부센트레빌,54.748396794859254,16.0,5.0,도곡근린공원,1068.1946187186193,254648.0,88.0,-67.0,550.217,0,371.312
2321, 학여울역 사거리,서울특별시 강남구 남부순환로 지하 3104,37.49611664,127.06944275,17.0,학여울,118.34789748598486,20.0,-3.0,대치동미도아파트,163.31044394215527,16.0,1.0,대모산도시자연공원,2094.3629817694386,2277252.0,90.0,-73.0,1231.628,0,318.791
2322, 삼성역 3번 출구,서울특별시 강남구 테헤란로 534,37.50809097,127.06310272,18.0,삼성(무역센터),83.88541169666667,18.0,0.0,삼성역3번출구,116.38243266205386,24.0,-6.0,봉은공원,931.5346010766818,328018.0,46.0,-28.0,2127.856,0,473.114
2323, 주식회사 오뚜기 정문 앞,서울특별시 강남구 영동대로 308,37.50221252,127.06720734,22.0,학여울,685.5983061163457,20.0,2.0,휘문고입구,16.068842319180167,22.0,0.0,봉은공원,1660.363418540713,328018.0,46.0,-24.0,1877.194,0,280.874
2324, 천주교 대치 2동 교회 옆,서울특별시 강남구 도곡로 540,37.50043869,127.06622314,22.0,학여울,570.0386388309337,20.0,2.0,대치2동주민센터.래미안하이스턴,179.10161732897961,22.0,0.0,봉은공원,1771.0693151197013,328018.0,46.0,-24.0,1689.968,0,467.995
2325, 대치삼성아파트 앞 교차로,서울특별시 강남구 도곡로 447,37.4986496,127.05931854,27.0,대치,589.106388130041,18.0,9.0,삼성아파트입구,54.529784840789766,23.0,4.0,도곡근린공원,1564.4785883731438,254648.0,88.0,-61.0,1091.339,0,1029.742
2326, 대치동 삼성로,서울특별시 강남구 삼성로 350,37.50239563,127.05879974,40.0,삼성(무역센터),813.6697752894522,18.0,22.0,대치동현대아파트,89.68348957863766,39.0,1.0,봉은공원,1312.280380475509,328018.0,46.0,-6.0,1390.104,0,946.793
2327, 뱅뱅사거리 랜드마크타워 앞,서울특별시 강남구 강남대로 308,37.49055099,127.03146362,23.0,양재(서초구청),708.8350334148257,33.0,-10.0,래미안아파트.파이낸셜뉴스,72.94274600073676,22.0,1.0,도곡근린공원,1197.565299219332,254648.0,88.0,-65.0,881.836,0,1605.907
2328, 르네상스 호텔 사거리 역삼지하보도 7번출구 앞,서울특별시 강남구 언주로 506,37.50321198,127.04273224,48.0,선릉,497.14653847414985,37.0,11.0,역삼아르누보&조선팰리스강남,8.110818759164088,48.0,0.0,도곡근린공원,1448.6348047485149,254648.0,88.0,-40.0,1268.982,0,2096.075
2329, 르네상스호텔사거리 역삼지하보도 2번출구,서울특별시 강남구 테헤란로 지하 156,37.50235748,127.04319,50.0,선릉,491.46333326326635,37.0,13.0,한국자산신탁.센터필드,104.56025112225892,34.0,16.0,도곡근린공원,1349.1600563232314,254648.0,88.0,-38.0,1170.723,0,1995.653
2330, 역삼월드메르디앙아파트 앞,서울특별시 강남구 도곡로 183,37.49219894,127.03945923,30.0,매봉,870.0485363673814,22.0,8.0,역삼럭키아파트.역삼월드메르디앙아파트,76.5719979493264,33.0,-3.0,도곡근린공원,534.6835065575937,254648.0,88.0,-58.0,359.87,0,1297.986
2331, 동영문화센터앞,서울특별시 강남구 언주로 337,37.49805069,127.04460144,37.0,한티,757.0745600229556,23.0,14.0,동영문화센터,19.802526376606632,37.0,0.0,도곡근린공원,861.270325528382,254648.0,88.0,-51.0,689.37,0,1535.211
2332, 선릉역3번출구,서울특별시 강남구 선릉로 435,37.50400925,127.0490799,28.0,선릉,83.24954956357365,37.0,-9.0,선릉역,147.85613473114947,23.0,5.0,봉은공원,1237.1326450731056,328018.0,46.0,-18.0,1344.971,0,1752.784
2333, 양재역 3번출구 주변,서울특별시 강남구 강남대로 240,37.48515701,127.03407288,34.0,양재(서초구청),77.10226190996563,33.0,1.0,뱅뱅사거리.영동중,154.24904168052942,39.0,-5.0,도곡근린공원,1124.2480840967785,254648.0,88.0,-54.0,264.632,0,1047.058
2334, 삼호아파트 2동 ( 간선도로),서울특별시 강남구 선릉로 지하 228,37.49375916,127.04589844,35.0,한티,674.1851780358561,23.0,12.0,강남세브란스병원,40.03837132836129,35.0,0.0,도곡근린공원,390.74749889649524,254648.0,88.0,-53.0,250.163,0,1081.319
2335, 3호선 매봉역 3번출구앞,서울특별시 강남구 남부순환로 2748,37.48676682,127.04676056,22.0,매봉,20.048936576497546,22.0,0.0,매봉역,177.29661095055474,24.0,-2.0,도곡근린공원,422.69507040851244,254648.0,88.0,-66.0,268.148,0,422.199
2336, 강남세브란스교차로 래미안그레이튼 104동 앞,서울특별시 강남구 선릉로 지하 228,37.49423599,127.04746246,35.0,한티,526.6425846801769,23.0,12.0,역삼중학교.강남세브란스병원,56.85290469078735,35.0,0.0,도곡근린공원,486.03091383104135,254648.0,88.0,-53.0,281.093,0,1043.983
2337, 대모산입구역 2번출구 앞,서울특별시 강남구 영동대로 101,37.49207687,127.07197571,22.0,대모산입구,102.16525118204883,25.0,-3.0,개원중학교.대모산입구역2번출구,26.01486987921281,22.0,0.0,대모산도시자연공원,1593.3195106735618,2277252.0,90.0,-68.0,734.038,0,97.552
2339, 현대아파트 정문 앞,서울특별시 강남구 언주로 107,37.48326111,127.0522995,27.0,매봉,637.2629266381015,22.0,5.0,현대아파트경남아파트,83.99905692026549,27.0,0.0,도곡근린공원,1012.8109684420609,254648.0,88.0,-61.0,783.398,0,154.674
2340, 삼호물산버스정류장(23370) 옆,서울특별시 강남구 논현로 82,37.47750854,127.04517365,19.0,양재시민의숲(매헌),1023.7301686184046,18.0,1.0,삼호물산,30.313927751206204,29.0,-10.0,도곡근린공원,1423.8111057487968,254648.0,88.0,-69.0,793.371,0,207.644
2341, 일원역 4~5번 출구 사이,서울특별시 강남구 일원로 127,37.4833107,127.08493805,50.0,일원,63.51307280279197,45.0,5.0,일원본동주민센터,25.823791429833484,45.0,5.0,대모산도시자연공원,537.3663355898177,2277252.0,90.0,-40.0,307.124,0,597.478
2342, 대청역 1번출구 뒤,서울특별시 강남구 개포로 623,37.49400711,127.07951355,31.0,대청,54.855485672527735,31.0,0.0,대청역,80.28176876512273,24.0,7.0,광평근린공원,1299.7093604428192,519782.0,69.0,-38.0,730.314,0,535.211
2344, 리엔파크 2단지 앞,서울특별시 강남구 헌릉로590길 10,37.46506119,127.10119629,24.0,복정,2350.0345617595735,19.0,5.0,강남신동아파밀리에,49.66562982490222,24.0,0.0,율현공원,1506.052705470991,157535.0,19.0,5.0,159.976,0,16.696
2347, 두산건설 본사,서울특별시 강남구 언주로 726,37.51863861,127.03540039,42.0,강남구청,523.587492317641,59.0,-17.0,서울세관,147.55865872459242,54.0,-12.0,도산근린공원,672.0342373882509,29816.5,30.0,12.0,3074.917,0,1540.279
2348, 포스코사거리(기업은행),서울특별시 강남구 테헤란로 501,37.50723267,127.05685425,25.0,삼성(무역센터),584.3595573163827,18.0,7.0,포스코사거리,60.196513607259476,27.0,-2.0,봉은공원,751.2748302256771,328018.0,46.0,-21.0,1807.93,0,1028.402
2349, 역삼빌딩 앞(하나은행 옆),서울특별시 강남구 테헤란로 지하 156,37.50154495,127.03856659,82.0,역삼,212.59809288426536,43.0,39.0,아가방빌딩.하나은행,20.97022019546128,82.0,0.0,도곡근린공원,1373.1166146741946,254648.0,88.0,-6.0,1179.903,0,2160.863
2350, 래미안그레이튼102동앞,서울특별시 강남구 선릉로69길 19,37.49482346,127.04790497,35.0,한티,465.6215593980464,23.0,12.0,역삼중학교.강남세브란스병원,22.05843278432969,35.0,0.0,도곡근린공원,561.9096717421423,254648.0,88.0,-53.0,339.418,0,1074.015
2351, 청소년수련관(수영장)앞,서울특별시 강남구 광평로 144,37.48387909,127.0890274,41.0,일원,409.7781665443803,45.0,-4.0,시립수서청소년수련관,7.247871165453111,41.0,0.0,광평근린공원,540.4635410223724,519782.0,69.0,-28.0,171.775,0,312.139
2352, 서울본부세관(건설회관 앞),서울특별시 강남구 언주로 721,37.51758957,127.03502655,49.0,학동,477.5023720879165,41.0,8.0,서울세관,31.997636695851646,54.0,-5.0,도산근린공원,787.8861539960367,29816.5,30.0,19.0,2970.37,0,1661.26
2353, 강남구청역 2번출구 뒤,서울특별시 강남구 학동로 342,37.51681137,127.04047394,61.0,강남구청,80.10290388777916,59.0,2.0,강남구청역,27.188187703632916,61.0,0.0,도산근린공원,997.5720792956307,29816.5,30.0,31.0,2791.308,0,1575.761
2354, 청담역 2번출구,서울특별시 강남구 영동대로 647,37.51978683,127.0567627,31.0,청담,304.61175833064755,42.0,-11.0,청담역.경기고교,27.106080687642805,33.0,-2.0,청담근린공원,416.834851096035,59347.0,68.0,-37.0,3156.227,0,535.893
2355, 삼성역 5~6번 출구 사이,서울특별시 강남구 봉은사로 524,37.50912094,127.06230927,19.0,삼성(무역센터),81.11256235583018,18.0,1.0,한국무역센터.삼성역,73.68960943633273,19.0,0.0,봉은공원,802.3929720667876,328018.0,46.0,-27.0,2191.973,0,525.173
2356, 강남구청,서울특별시 강남구 학동로 지하 346,37.51807022,127.04711914,34.0,강남구청,526.6025037772324,59.0,-25.0,강남구청.강남세무서,43.05317105228011,31.0,3.0,청담근린공원,593.5845552522293,59347.0,68.0,-34.0,2913.578,0,1203.498
2357, 르네상스호텔사거리 역삼지하보도 3번출구 앞 (더 오번 빌딩 명동칼국수 앞),서울특별시 강남구 언주로89길 7,37.50166321,127.04297638,50.0,선릉,545.5534931457897,37.0,13.0,르네상스서울호텔,141.1012632051317,49.0,1.0,도곡근린공원,1275.103983887653,254648.0,88.0,-38.0,1095.766,0,1944.384
2358, 구룡초사거리 (현대아파트10동 앞 ),서울특별시 강남구 개포로 303,37.48138428,127.05391693,27.0,구룡,746.8672725633135,40.0,-13.0,하나은행사거리,59.03477637432624,30.0,-3.0,도곡근린공원,1264.8989258306242,254648.0,88.0,-61.0,760.421,0,391.387
2359," 국립국악중,고교 정문 맞은편",서울특별시 강남구 논현로10길 29,37.47560501,127.05037689,26.0,양재시민의숲(매헌),1224.2015034746055,18.0,8.0,국악중고교,24.216466148783393,26.0,0.0,도곡근린공원,1702.0202953353767,254648.0,88.0,-62.0,421.849,0,700.017
2360, 도곡1동 주민센터 교차로,서울특별시 강남구 도곡로 205,37.4928093,127.04138947,35.0,매봉,806.3449231239393,22.0,13.0,도곡1차아이파크.역삼청소년수련관,34.975386330911526,34.0,1.0,도곡근린공원,424.7904920861264,254648.0,88.0,-53.0,237.447,0,1241.857
2362, 신사동 가로수길 입구,서울특별시 강남구 신사동 501-5,37.51763535,127.02245331,25.0,신사,252.0057639158714,28.0,-3.0,신사역8번출구.가로수길,32.77652322398263,26.0,-1.0,도산근린공원,1357.5457750400356,29816.5,30.0,-5.0,2363.945,0,1042.078
2363, 강남 을지병원 교차로,서울특별시 강남구 도산대로 172 ,37.51913834,127.02751923,34.0,학동,656.5945688116032,41.0,-7.0,강남을지병원,128.1900836937537,33.0,1.0,도산근린공원,904.2974347252949,29816.5,30.0,4.0,2683.91,0,1254.956
2364, 도산공원교차로,서울특별시 강남구 도산대로 229 ,37.52124023,127.0318985,32.0,압구정,715.8232221238064,29.0,3.0,신사동교회,127.37700565191157,38.0,-6.0,도산근린공원,471.31201168750067,29816.5,30.0,2.0,2749.694,0,1358.524
2365, K+ 타워 앞,서울특별시 강남구 도산대로 333 ,37.52330017,127.03847504,26.0,압구정로데오,488.7472821092144,25.0,1.0,영동119안전센터,89.11918290603778,26.0,0.0,도산근린공원,340.14857959042206,29816.5,30.0,-4.0,3045.426,0,964.905
2368, 도곡동 경남아파트 건너편,서울특별시 강남구 도곡동 874-1,37.48934174,127.04129791,37.0,매봉,551.2932724174635,22.0,15.0,경남아파트,40.717752084056976,40.0,-3.0,도곡근린공원,346.8452327913916,254648.0,88.0,-51.0,69.823,0,943.99
2369, KT선릉타워,서울특별시 강남구 대치동 1011,37.50542831,127.0528717,28.0,선릉,364.1540634452012,28.0,0.0,선릉역,145.9766125241191,25.0,3.0,봉은공원,970.315188389435,328018.0,46.0,-18.0,1526.27,0,1398.735
2370, 한티역 3번출구,서울특별시 강남구 대치동 1026,37.49655151,127.0542984,27.0,한티,130.5227810191877,23.0,4.0,한티역3번출구.서울강남고용노동지청,18.051850247917166,24.0,3.0,도곡근린공원,1072.0727451422404,254648.0,88.0,-61.0,629.091,0,935.92
2371, 한국우편사업진흥원,서울특별시 강남구 언주로 651,37.51474762,127.03513336,49.0,학동,312.07670732911333,41.0,8.0,임피리얼팰리스호텔.펜트힐루논현,62.22957966799779,49.0,0.0,도산근린공원,1103.9344585592598,29816.5,30.0,19.0,2664.224,0,1958.603
2372, 대치역 사거리,서울특별시 강남구 삼성로 156 ,37.49449921,127.063797,18.0,대치,18.55501612903316,18.0,0.0,은마아파트,147.2507250247817,16.0,2.0,도곡근린공원,1719.6085566954882,254648.0,88.0,-70.0,1201.179,0,494.691
2373, 개포동역 사거리,서울특별시 강남구 개포동 181-3,37.48927689,127.06557465,14.0,개포동,52.991827990449956,21.0,-7.0,개포동역1번출구,37.180640987236245,24.0,-10.0,대모산도시자연공원,1729.1531761515207,2277252.0,90.0,-76.0,855.285,0,72.962
2375, 수서역 1번출구 앞,서울특별시 강남구 수서동 728,37.48735046,127.10099792,21.0,수서,39.78317144234957,21.0,0.0,수서역,15.170116298949882,21.0,0.0,광평근린공원,781.4843869239913,519782.0,69.0,-48.0,261.056,0,488.933
2376, 수서역 6번출구 앞,서울특별시 강남구 수서동 740,37.48677826,127.10051727,20.0,수서,106.56735714777216,29.0,-9.0,수서역KT수서지점,49.52625345300825,20.0,0.0,광평근린공원,748.6188076506872,519782.0,69.0,-49.0,264.407,0,563.594
2377, 수서역 5번출구,서울특별시 강남구 수서동 724-4,37.48735046,127.10232544,21.0,수서,37.046495328444145,21.0,0.0,수서역현대벤쳐빌,40.95520993474417,25.0,-4.0,광평근린공원,898.1152949347037,519782.0,69.0,-48.0,364.604,0,409.349
2380, 삼성동베이직하우스앞,서울특별시 강남구 봉은사로 456,37.51169586,127.04934692,41.0,삼성중앙,376.6322208032294,36.0,5.0,강남교육청,170.08779170702934,44.0,-3.0,봉은공원,595.2931881748775,328018.0,46.0,-5.0,2197.069,0,1633.812
2381, 언주역 6번출구앞,서울특별시 강남구 논현로 566,37.50636673,127.03452301,45.0,언주,117.51405591928238,43.0,2.0,차병원,2.526090205458865,45.0,0.0,도곡근린공원,2011.583716939158,254648.0,88.0,-43.0,1815.772,0,2675.057
2382, 역삼동 sk뷰 501동앞,서울특별시 강남구 역삼로 315-1,37.50122833,127.05036163,31.0,선릉,389.68988849129255,37.0,-6.0,강남더드림병원.도성초등학교,45.37324454338313,31.0,0.0,도곡근린공원,1301.5948136693837,254648.0,88.0,-57.0,1036.401,0,1554.264
2383, 보금자리정원,서울특별시 강남구 헌릉로569길 39-6,37.46632767,127.09488678,35.0,일원,2140.420978538258,45.0,-10.0,세곡푸르지오,65.0188738330322,36.0,-1.0,대모산도시자연공원,1924.5150633132707,2277252.0,90.0,-55.0,237.209,0,95.256
2384, 자곡사거리,서울특별시 강남구 밤고개로 206,37.47602844,127.10594177,20.0,수서,1211.79104569624,29.0,-9.0,래미안포레아파트,103.24118125314459,21.0,-1.0,율현공원,945.7682363044029,157535.0,19.0,1.0,556.508,0,104.51
2385, 학동역,서울특별시 강남구 학동로 지하 180,37.51395035,127.03015137,39.0,학동,136.27778444397282,41.0,-2.0,학동역5번출구,41.94312370082896,39.0,0.0,도산근린공원,1267.7821066602366,29816.5,30.0,9.0,2534.979,0,1806.617
2386, 크린랩 본사,논현동 279-166,37.50958633,127.04090881,49.0,선정릉,275.5574768692353,52.0,-3.0,아크로힐스논현,57.97530102885185,52.0,-3.0,봉은공원,1373.2438127262503,328018.0,46.0,3.0,1991.48,0,2268.979
2387, 래미안강남힐즈 사거리,서울특별시 강남구 자곡로 101,37.47245407,127.09607697,34.0,일원,1619.261288941875,45.0,-11.0,래미안강남힐즈,75.33936918874959,39.0,-5.0,대모산도시자연공원,1555.2111881009623,2277252.0,90.0,-56.0,140.858,0,721.6
2388, 강남구 도시관리공단,강남구 삼성동 111-61,37.51678467,127.05161285,43.0,청담,325.2626696590125,42.0,1.0,센트럴아이파크.강남구도시관리공단,118.13411864179356,47.0,-4.0,봉은공원,469.04874440037634,328018.0,46.0,-3.0,2766.464,0,1060.118
2389, 경기여자고등학교 후문 (삼성로3길 입구),강남구 개포동 198,37.48616028,127.06723785,26.0,개포동,342.63816251642027,21.0,5.0,경기여고,41.11456928864571,26.0,0.0,대모산도시자연공원,1411.062820149564,2277252.0,90.0,-64.0,498.456,0,443.906
2390, 구룡마을 입구 (래미안블레스티지 아파트),강남구 개포동 146-1,37.48088074,127.06304169,35.0,구룡,758.5163722276855,40.0,-5.0,래미안블레스티지아파트,29.78676964340576,30.0,5.0,대모산도시자연공원,1587.379754179279,2277252.0,90.0,-55.0,322.092,0,287.058
2391, 구룡터널 입구(개포1단지아파트),강남구 개포동 146-1,37.47598648,127.05962372,44.0,구룡,1208.6450961493945,40.0,4.0,개포파크빌리지,144.39298442263942,38.0,6.0,대모산도시자연공원,1926.6547228217355,2277252.0,90.0,-46.0,0.0,1,397.158
2392, 구룡산 입구 (구룡산 서울둘레길 입구),강남구 개포동 1277,37.47447205,127.05545044,60.0,구룡,1407.5934896954195,40.0,20.0,도곡교회.인바디빌딩,4.338592904121621,60.0,0.0,도곡근린공원,1986.7933858548129,254648.0,88.0,-28.0,48.039,0,797.844
2394, 개포래미안포레스트아파트 107동 앞,강남구 개포로 264,37.48025131,127.05419159,28.0,구룡,840.2215761656321,40.0,-12.0,개포시영아파트후문,48.40891125593309,28.0,0.0,도곡근린공원,1380.0624472309769,254648.0,88.0,-60.0,642.501,0,517.649
2396, 영동3교 북단(우성캐릭터 앞 보도),강남구 도곡동 466,37.48574066,127.05104828,23.0,매봉,400.69332707356256,22.0,1.0,우성캐릭터빌아파트,142.786742969312,22.0,1.0,도곡근린공원,734.8890462458959,254648.0,88.0,-65.0,487.134,0,106.149
2398, 더라움,강남구 역삼동 801-7,37.50811005,127.0394516,49.0,선정릉,469.06607780223993,52.0,-3.0,라움아트센터.시티프라디움더강남,44.16926642249223,49.0,0.0,봉은공원,1554.8702326648133,328018.0,46.0,3.0,1854.973,0,2477.242
2401, 밀알학교 입구 (삼성서울병원 입구),강남구 일원동 128-10,37.48656082,127.08267212,46.0,일원,354.28387986928414,45.0,1.0,삼성서울병원정문건너편,13.263071247672736,46.0,0.0,대모산도시자연공원,783.2109669677278,2277252.0,90.0,-44.0,49.123,0,795.398
2403, 공무원연금매점 교차로 (개포주공9단지 입구),강남구 일원동 703-2,37.48871994,127.07453918,29.0,대모산입구,335.84292860270557,25.0,4.0,개포동,13.478849770559536,29.0,0.0,대모산도시자연공원,1157.0414539536011,2277252.0,90.0,-61.0,298.438,0,514.284
2404, 대모산입구역 4번 출구 앞,강남구 일원동 700-1,37.49180984,127.07315826,26.0,대모산입구,62.08504272340149,25.0,1.0,대치아파트.대모산입구역3번출구,89.53928624640123,22.0,4.0,대모산도시자연공원,1517.5227218196758,2277252.0,90.0,-64.0,651.803,0,195.73
2405, 청담공원앞 교차로,강남구 삼성동 111-44,37.51871109,127.05084991,41.0,청담,232.17342928824493,42.0,-1.0,SM엔터테인먼트,19.515782615337105,37.0,4.0,청담근린공원,323.305477123787,59347.0,68.0,-27.0,2976.963,0,928.907
2406, 논현동 광명빌딩 앞,강남구 논현동 279,37.5175705,127.02364349,29.0,신사,340.3021643837825,28.0,1.0,신사역8번출구.가로수길,130.30250922501605,26.0,3.0,도산근린공원,1277.674924349838,29816.5,30.0,-1.0,2418.802,0,1115.716
2407, 역삼서초삼성 세무서 앞 (역삼빌딩 앞,강남구 역삼동 804,37.49847031,127.03011322,42.0,강남,201.39988933613105,19.0,23.0,강남역,4.15111649418071,42.0,0.0,도곡근린공원,1598.6146607827907,254648.0,88.0,-46.0,1416.011,0,2344.648
2408, 강남한양수자인아파트,강남구 자곡로 260,37.4773407,127.11327362,18.0,장지,1149.887472228028,20.0,-2.0,강남한양수자인아파트,56.053963410404286,19.0,-1.0,율현공원,593.3914232156138,157535.0,19.0,-1.0,683.122,0,142.155
2409, 역삼동 디오슈페리움 (우성아파트 사거리),강남구 역삼동 858(강남대로 342 앞 도로),37.49206161,127.03074646,23.0,강남,579.9208775630715,18.0,5.0,역삼초등학교,16.99642847415984,23.0,0.0,도곡근린공원,1275.4459063367601,254648.0,88.0,-65.0,1044.927,0,1766.816
2410, 포스코피앤에스타워 (역삼역 3번출구 부근),강남구 역삼동 804(강남구 테헤란로 134 앞 보도),37.49959946,127.03375244,37.0,역삼,264.2155616894363,43.0,-6.0,역삼역.포스코타워역삼,18.440911019486858,37.0,0.0,도곡근린공원,1434.1951882616172,254648.0,88.0,-51.0,1239.966,0,2251.468
2411, 세곡동 성당,강남구 율현동 165-2(강남구 밤고개로21길 50),37.47296906,127.11222839,18.0,복정,1297.571984084612,19.0,-1.0,방죽마을,435.37006043139274,20.0,-2.0,율현공원,305.3429145126305,157535.0,19.0,-1.0,195.878,0,265.017
2413,도곡역 1번 출구,남부순환로 2814,37.49095917,127.05498505,14.0,도곡,34.37292524829955,14.0,0.0,그랑프리백화점,100.48349684037802,14.0,0.0,도곡근린공원,880.9160035076047,254648.0,88.0,-74.0,374.945,0,361.155
2414, 도곡역 아카데미스위트 앞,언주로30길 21,37.48897171,127.05182648,19.0,도곡,386.457423869868,14.0,5.0,군인공제회관,31.891608064050555,20.0,-1.0,도곡근린공원,617.5832874018365,254648.0,88.0,-69.0,212.537,0,344.596
